propertytype;listingtype;averagedailyrate;occupancyrateltm;numberofbookingsltm;numberofreviews;bedrooms;bathrooms;maxguests;cancellationpolicy;securitydeposit;cleaningfee;extrapeoplefee;publishednightlyrate;publishedmonthlyrate;publishedweeklyrate;minimumstay;numberofphotos;city_num;rating
Apartment;Private room;101;0;2;2;1;2;2;Strict;;25;;89;2492;623;2;12;75;4
Apartment;Entire home/apt;186;1;67;204;2;1;4;Strict;;50;;195;3850;1000;2;23;45;4
Apartment;Private room;58;1;7;0;1;1;2;Flexible;;;;58;1624;406;1;2;79;
Apartment;Private room;;;1;13;1;1;4;Strict;200;25;12;49;1575;400;2;7;53;3
Apartment;Private room;148;1;8;5;1;1;2;Flexible;;;;180;5040;1260;3;12;75;4
House;Entire home/apt;;;0;0;4;3;8;Flexible;;15;;450;12600;3150;3;11;12;
House;Entire home/apt;305;0;4;0;2;1;7;Strict;500;;;700;19600;1200;2;8;44;
Apartment;Private room;100;1;15;6;1;1;2;Moderate;;;;103;2250;720;1;14;75;4
House;Private room;105;1;1;0;1;1;1;Flexible;;;;105;2940;735;1;1;30;
House;Private room;117;1;43;38;1;1;2;Flexible;;;;115;3220;805;2;15;75;4
Apartment;Entire home/apt;155;1;7;8;1;1;5;Strict;500;80;40;125;3500;875;2;11;8;2
Apartment;Entire home/apt;169;1;12;0;1;1;2;Strict;500;75;;159;4452;1113;2;41;75;
House;Private room;84;0;4;19;1;2;2;Flexible;100;20;20;79;1698;475;2;29;43;4
Apartment;Entire home/apt;159;1;12;10;1;1;4;Flexible;;;;150;4200;1050;3;4;75;4
Apartment;Entire home/apt;1958;0;1;0;2;3;4;Flexible;;;;1958;54824;13706;3;12;75;
Apartment;Private room;300;0;1;0;1;1;2;Flexible;;;;300;8400;2100;1;1;75;
Apartment;Private room;199;0;7;10;1;1;2;Moderate;;75;35;199;5572;1393;3;33;75;3
Apartment;Entire home/apt;;;0;0;3;2;6;Strict;;200;;250;7000;1750;3;12;75;
House;Entire home/apt;;;0;0;2;2;3;Flexible;;45;20;175;4900;1225;1;6;69;
House;Entire home/apt;;;0;5;2;2;4;Flexible;;80;5;117;2341;570;2;0;79;3
Apartment;Entire home/apt;;;0;0;0;1;4;Flexible;282;;;121;3388;847;5;8;75;
House;Entire home/apt;148;1;14;22;2;1;5;Strict;595;150;15;145;3050;975;14;36;1;4
Condominium;Private room;;;0;0;1;2;5;Strict;;;;300;8400;2100;3;10;46;
Condominium;Private room;250;1;1;0;1;1;2;Flexible;;;;250;7000;1750;1;4;1;
Apartment;Private room;93;1;3;2;1;1;2;Strict;350;48;200;95;2000;665;2;3;75;4
Apartment;Entire home/apt;;;0;3;0;1;2;Strict;200;;;100;2239;600;5;0;75;4
Other;Entire home/apt;175;1;1;1;1;1;4;Strict;;;;175;4900;1225;3;8;75;4
Apartment;Private room;116;1;78;184;1;2;2;Moderate;;35;;90;3200;770;2;28;75;4
Apartment;Entire home/apt;209;0;2;0;1;1;3;Flexible;500;45;;129;3612;903;3;4;75;
House;Private room;;;0;32;1;2;1;Moderate;100;10;;43;1043;260;2;0;75;2
Apartment;Entire home/apt;169;1;85;93;1;1;4;Strict;100;60;;155;4340;1085;2;27;75;2
Apartment;Private room;150;0;3;1;1;1;2;Strict;;;;150;4200;1050;1;22;75;4
House;Private room;78;0;1;0;1;2;1;Flexible;150;65;;55;1540;385;3;3;75;
Apartment;Entire home/apt;108;1;1;6;1;1;2;Strict;300;185;5;85;2150;595;5;16;75;4
House;Shared room;41;1;118;64;1;1;1;Strict;;;;33;1000;270;1;10;46;3
Apartment;Entire home/apt;125;1;26;11;0;1;2;Moderate;1000;100;20;95;2660;665;7;11;79;4
House;Shared room;80;0;1;1;1;3;3;Moderate;;25;33;55;1350;385;1;22;75;4
Apartment;Entire home/apt;255;1;16;131;1;1;2;Strict;175;48;;225;3350;1089;1;16;75;4
House;Entire home/apt;395;0;8;2;3;2;4;Strict;700;200;;325;9100;2240;2;26;45;4
House;Entire home/apt;199;1;8;6;2;2;4;Moderate;200;125;;200;5600;3000;3;29;75;4
Apartment;Entire home/apt;150;0;1;0;1;1;3;Flexible;;80;;130;3640;910;3;8;75;
House;Private room;;;0;1;1;1;1;Flexible;100;35;;57;1596;399;2;11;;2
House;Private room;57;1;10;9;1;2;1;Moderate;;20;;60;1500;400;7;6;75;4
Apartment;Private room;350;0;1;0;1;1;2;Flexible;;;;250;7000;1250;1;7;53;
House;Private room;;;0;5;1;1;2;Strict;199;29;45;65;1411;425;1;0;30;4
Apartment;Entire home/apt;;;0;29;0;1;4;Strict;500;;;193;5104;1197;2;0;75;3
Dorm;Shared room;61;0;2;9;1;4;1;Moderate;;;;58;1299;355;2;4;75;3
Apartment;Private room;;;0;1;1;1;2;Moderate;;;;127;3769;0;0;0;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;150;4452;0;1;0;75;
Apartment;Private room;121;0;10;3;1;1;2;Flexible;;;;125;3710;875;1;;73;4
House;Private room;100;1;201;183;1;1;2;Moderate;;10;;100;1800;500;1;11;32;3
Camper/RV;Entire home/apt;25;0;6;2;0;0;4;Moderate;;;;25;700;175;1;10;39;4
House;Private room;63;0;1;0;1;1;2;Moderate;100;15;;55;1661;350;2;6;33;
Apartment;Entire home/apt;;;0;0;1;1;2;;500;65;;209;5852;1463;7;16;75;
House;Shared room;50;1;2;0;1;1;2;Flexible;;;;50;1400;350;1;3;90;
Bungalow;Entire home/apt;92;1;8;8;0;1;2;Strict;100;25;;96;2688;672;1;32;27;4
Apartment;Entire home/apt;;;0;0;2;1;4;Flexible;;;;300;8400;2100;1;8;75;
Apartment;Private room;65;1;1;67;1;2;2;Strict;;10;15;65;1820;455;2;17;53;3
Apartment;Entire home/apt;150;1;2;0;2;2;5;Flexible;400;;;150;4200;1050;3;10;75;
House;Entire home/apt;300;0;1;0;2;1;4;Flexible;;;;300;3869;1700;22;1;75;
House;Private room;;;0;;1;2;2;Flexible;500;100;30;55;1661;333;3;;17;
Apartment;Entire home/apt;;;0;0;0;1;3;Strict;1000;75;50;100;3180;0;4;0;27;
Apartment;Private room;130;1;2;0;1;1;1;Moderate;;;;130;3640;775;6;11;75;
Boat;Entire home/apt;173;1;50;36;1;1;2;Moderate;;50;;150;3500;1000;2;7;75;4
Apartment;Entire home/apt;80;0;3;0;1;0;2;Moderate;;25;;80;2240;560;1;2;75;
Apartment;Private room;104;1;10;5;1;1;2;Flexible;;;25;97;2716;679;1;17;68;4
House;Entire home/apt;337;1;4;7;4;3;9;Strict;1500;150;;325;8000;2000;7;35;8;2
Apartment;Entire home/apt;214;1;16;20;1;1;2;Flexible;300;100;;200;5600;1500;2;18;75;4
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;9999;279972;69993;1;1;75;
House;Private room;;;0;0;1;1;2;Moderate;;25;10;65;1951;0;1;0;75;
Apartment;Entire home/apt;;;0;14;1;1;2;Strict;;80;;125;3500;875;5;18;75;4
Apartment;Private room;93;1;135;232;1;1;2;Moderate;;;;89;2492;623;1;3;75;3
Apartment;Entire home/apt;71;0;19;26;0;1;3;Strict;100;;7;52;1456;490;2;3;12;2
House;Entire home/apt;201;1;22;23;2;2;6;Strict;;150;45;165;4620;1085;2;23;8;3
House;Shared room;38;0;17;6;1;2;2;Strict;;;35;41;700;200;2;15;53;4
Apartment;Shared room;;;0;0;1;1;2;Flexible;;50;;175;4900;1225;1;1;75;
Loft;Shared room;63;1;3;4;1;2;10;Moderate;;;60;60;1299;355;4;5;75;2
House;Private room;63;1;5;2;1;1;1;Flexible;150;40;;50;1400;350;1;4;8;2
Apartment;Entire home/apt;;;0;;2;1;6;Flexible;;;10;400;7420;3500;2;;75;
House;Entire home/apt;;;0;0;2;2;4;Flexible;300;50;;250;7000;1750;1;15;74;
Apartment;Private room;179;0;6;0;1;2;2;Strict;;75;;149;3500;875;1;8;75;
Camper/RV;Entire home/apt;;;0;;2;1;4;Flexible;;;;450;13356;3150;1;;86;
House;Private room;42;1;84;34;1;1;2;Flexible;;;;42;280;998;1;17;33;2
Loft;Private room;;;0;0;1;1;2;Strict;;;;169;5016;1183;2;5;75;
Apartment;Entire home/apt;241;0;14;4;3;2;3;Strict;400;75;;178;5800;1246;1;34;75;1
Apartment;Private room;;;0;6;1;1;4;Moderate;275;90;10;155;2443;800;3;0;75;2
House;Private room;55;0;28;22;1;1;1;Moderate;;25;25;40;1000;280;2;11;27;3
House;Private room;72;1;5;7;1;2;2;Flexible;95;15;;65;1820;455;1;13;43;4
Apartment;Entire home/apt;161;1;5;1;1;2;4;Strict;200;75;;145;4060;1015;2;14;75;4
House;Private room;;;0;1;1;1;2;Flexible;200;;;60;1680;420;1;21;33;4
House;Private room;121;1;11;28;1;1;2;Flexible;;25;;120;2100;750;7;9;8;4
Apartment;Entire home/apt;;;0;1;2;1;5;Strict;500;100;50;250;7000;1750;2;11;75;4
House;Private room;214;0;7;0;1;1;2;Flexible;95;;;135;3780;945;1;6;79;
Apartment;Entire home/apt;;;0;1;3;2;6;Moderate;500;200;;400;4000;1300;5;13;75;
House;Private room;;;0;0;1;1;2;Moderate;;50;10;75;2239;0;2;0;75;
Apartment;Private room;;;0;0;1;2;1;Flexible;;;;200;5600;1400;2;1;75;
House;Entire home/apt;209;0;2;1;2;1;6;Strict;549;75;25;190;5320;1330;1;7;75;2
Apartment;Entire home/apt;;;0;2;3;2;8;Strict;500;75;50;400;2650;1500;2;7;75;4
House;Private room;;;0;5;1;;2;Moderate;100;;;75;1400;525;2;14;77;4
Apartment;Private room;79;1;60;73;1;1;2;Moderate;100;;30;80;560;2240;1;4;44;3
House;Entire home/apt;1100;0;1;6;3;4;6;Moderate;;;;1100;32648;7700;1;;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;95;;;40;1120;280;1;5;50;
Apartment;Entire home/apt;;;0;3;1;1;4;Moderate;;250;;299;5300;1600;7;0;75;4
Townhouse;Private room;52;1;13;7;1;1;2;Flexible;;;;50;1400;350;1;5;53;3
Apartment;Private room;;;0;0;1;1;2;Moderate;;40;;59;1652;413;1;5;30;
Apartment;Entire home/apt;148;1;57;50;0;1;3;Strict;200;58;30;120;3360;840;1;15;75;2
House;Private room;;;0;0;1;1;2;Flexible;100;10;;100;2800;700;2;11;75;
House;Entire home/apt;316;0;14;22;4;3;8;Strict;250;125;25;290;8120;2030;3;17;82;4
Apartment;Entire home/apt;713;1;1;0;1;1;3;Strict;700;200;;600;16800;4200;1;7;75;
Apartment;Entire home/apt;417;1;33;74;3;2;6;Moderate;300;85;;350;6600;2200;3;18;75;3
House;Private room;56;1;6;2;1;2;2;Flexible;;;;70;1960;490;1;9;80;4
House;Private room;75;1;21;24;1;2;2;Moderate;;30;25;61;1533;434;2;12;75;4
House;Private room;;;0;1;1;1;2;Flexible;;40;;175;4900;1225;2;6;45;4
House;Shared room;42;0;8;1;1;1;4;Moderate;;20;35;40;1120;280;3;7;75;2
Bungalow;Entire home/apt;138;1;15;12;0;1;2;Strict;500;50;25;119;3332;833;2;25;27;4
Apartment;Entire home/apt;200;1;2;;1;1;2;Flexible;;;;175;5194;1000;3;;75;
House;Private room;68;1;1;0;1;2;1;Flexible;150;65;;65;1820;455;5;2;75;
Apartment;Entire home/apt;208;0;1;0;1;1;2;Moderate;500;75;;200;5600;1400;3;12;75;
Dorm;Shared room;50;0;2;0;1;2;2;Strict;;15;;46;1288;322;1;2;8;
Loft;Entire home/apt;200;0;1;29;1;1;2;Moderate;100;80;;180;5342;1260;2;;75;4
Apartment;Entire home/apt;187;1;6;149;1;;2;Moderate;200;100;;165;4620;1100;3;8;75;3
Apartment;Shared room;;;0;;1;1;1;Flexible;;;;35;832;250;1;;8;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;135;4007;0;1;0;75;
Apartment;Private room;;;0;0;1;1;2;Moderate;;30;;85;2380;595;1;6;;
Apartment;Entire home/apt;;;0;0;3;3;6;Strict;;;;800;22400;5600;1;6;75;
House;Entire home/apt;2000;1;19;1;2;3;4;Strict;;;;2000;56000;14000;1;31;8;4
House;Private room;;;0;0;1;1;2;Flexible;;;;115;3220;805;1;3;44;
Condominium;Private room;;;0;1;1;1;2;Flexible;;;;206;5768;1442;1;1;75;4
Apartment;Private room;68;1;14;4;1;1;2;Strict;400;50;20;60;1799;429;1;16;74;3
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;320;8960;2240;1;3;75;
House;Entire home/apt;;;0;3;3;1;9;Moderate;100;60;;399;11172;2793;1;33;75;4
Apartment;Entire home/apt;;;0;0;1;1;3;Flexible;;;;79;2212;553;3;10;75;
House;Entire home/apt;;;0;0;2;3;6;Strict;700;240;;695;19460;4200;4;3;75;
Apartment;Entire home/apt;;;0;1;2;2;4;Flexible;400;;;147;4116;1029;1;19;;4
Apartment;Entire home/apt;365;1;2;17;2;2;4;Flexible;800;100;;325;8000;1950;1;8;75;4
House;Private room;85;1;88;158;1;1;2;Strict;100;;;85;2380;545;2;13;8;4
House;Private room;;;0;14;1;2;1;Moderate;100;10;;45;1043;0;0;0;75;
Apartment;Entire home/apt;98;1;20;22;1;1;3;Moderate;;30;;99;2772;693;2;11;8;4
Apartment;Entire home/apt;;;0;0;4;2;10;Strict;;;;1500;42000;10500;1;10;75;
House;Entire home/apt;448;1;56;37;3;2;6;Strict;;170;;600;16800;4200;1;25;75;4
"Bed &amp; Breakfast";Shared room;;;0;0;1;2;1;Flexible;;;;1455;43184;10185;2;1;75;
Apartment;Entire home/apt;;;0;0;0;1;2;Strict;200;75;;75;2100;525;3;4;75;
Apartment;Entire home/apt;107;1;27;12;0;1;3;Flexible;100;25;10;99;2772;699;3;4;12;3
Apartment;Private room;;;0;;1;1;2;Flexible;;;;55;1661;385;1;;33;
Apartment;Entire home/apt;326;1;54;41;2;2;4;Strict;;95;;315;8820;2205;2;13;75;3
Loft;Private room;;;0;0;1;1;2;Flexible;;50;;175;4900;1225;1;5;75;
Apartment;Entire home/apt;;;0;5;1;1;2;Strict;;;;120;3562;840;7;;75;4
Apartment;Entire home/apt;;;0;1;2;1;4;Moderate;200;40;;220;6160;1540;3;11;75;4
Apartment;Entire home/apt;299;1;47;29;1;2;2;Flexible;150;50;;300;6000;2000;5;14;75;4
Apartment;Entire home/apt;;;0;0;3;2;4;Moderate;1500;300;;699;20746;0;2;0;75;
Apartment;Entire home/apt;;;0;19;1;1;2;Moderate;;10;15;125;2000;800;2;10;75;2
House;Entire home/apt;172;1;73;113;1;1;4;Strict;400;90;;159;3751;879;3;17;75;3
Apartment;Entire home/apt;151;1;1;;2;2;6;Flexible;500;50;;150;2650;875;2;;64;
House;Entire home/apt;;;0;6;3;3;6;Strict;1000;140;25;325;7314;1975;0;0;75;
House;Private room;;;0;1;1;1;2;Flexible;250;25;;160;4500;1200;1;1;82;4
House;Private room;46;0;3;1;1;1;1;Moderate;;5;;45;925;260;1;4;8;4
Apartment;Entire home/apt;;;0;0;2;1;3;Strict;;56;;400;11200;2800;2;1;75;
House;Entire home/apt;;;0;0;3;2;6;Strict;;100;50;250;3276;928;2;6;75;
Apartment;Entire home/apt;;;0;0;1;1;4;Flexible;;;;200;5936;0;1;0;75;
Condominium;Entire home/apt;;;0;0;2;2;6;Moderate;300;136;;400;8000;2625;1;14;75;
Apartment;Entire home/apt;;;0;22;0;1;2;Moderate;250;75;;259;5087;1559;5;;75;4
House;Private room;47;0;11;4;1;1;2;Flexible;;5;12;54;1512;330;1;18;53;4
Apartment;Entire home/apt;175;0;1;0;0;1;3;Flexible;;25;;150;4452;1050;1;8;75;
Apartment;Entire home/apt;104;1;4;8;1;1;3;Strict;1200;100;5;99;2475;693;7;10;53;4
House;Shared room;153;0;1;2;1;1;2;Strict;500;50;50;70;1960;490;1;14;75;4
Apartment;Private room;;;0;1;1;1;1;Flexible;;;;110;3080;770;1;1;53;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;90;2200;580;1;13;30;
House;Entire home/apt;;;0;1;4;4;9;Moderate;500;100;;290;8120;2030;2;30;;2
House;Private room;;;0;7;1;2;1;Strict;100;50;;75;1200;500;2;11;3;4
House;Private room;;;0;0;1;1;3;Flexible;150;25;10;40;1120;280;1;1;30;
House;Private room;;;0;0;1;1;2;Flexible;;;;595;16660;4165;1;6;50;
House;Private room;82;0;4;3;1;1;1;Flexible;;25;;80;1800;500;5;7;79;1
House;Entire home/apt;159;1;41;44;1;1;3;Strict;;;20;155;4340;920;2;5;65;4
House;Entire home/apt;;;0;0;1;1;4;Flexible;;;;100;2800;700;1;1;75;
Apartment;Entire home/apt;;;0;4;1;1;1;Strict;250;50;;150;4452;0;1;0;44;4
House;Entire home/apt;453;1;7;9;3;3;6;Strict;350;112;25;350;9800;2450;3;51;75;2
Apartment;Entire home/apt;264;1;11;5;1;1;3;Flexible;300;95;;248;6944;1736;2;32;75;4
Apartment;Entire home/apt;269;0;13;16;1;1;2;Moderate;500;75;;200;5600;1400;3;13;75;4
House;Entire home/apt;240;1;12;6;3;1;8;Strict;200;100;;235;8250;2100;2;30;75;1
House;Entire home/apt;110;0;1;0;1;1;2;Flexible;;;;110;3080;770;1;8;28;
House;Entire home/apt;378;0;5;10;3;2;7;Strict;500;120;;350;7000;2450;4;28;53;4
Condominium;Entire home/apt;308;1;16;3;2;1;3;Strict;600;80;;295;6000;2065;5;13;75;4
Boat;Entire home/apt;262;1;42;31;2;2;4;Moderate;200;60;10;225;6300;1500;2;9;68;4
House;Private room;;;0;;1;1;2;Moderate;150;20;20;65;1620;400;2;;27;
Apartment;Private room;100;1;64;52;1;1;2;Strict;;5;50;95;2650;650;1;23;75;3
Townhouse;Entire home/apt;126;1;2;1;3;1;8;Strict;500;100;;100;2800;700;3;13;75;4
Apartment;Entire home/apt;;;0;16;2;1;4;Strict;300;78;;215;6020;1505;2;21;75;4
House;Private room;65;1;4;2;1;1;1;Flexible;500;30;;59;1652;413;1;18;33;3
Apartment;Entire home/apt;;;0;0;1;1;4;Moderate;500;50;;150;4200;1050;1;14;75;
Apartment;Entire home/apt;;;0;0;1;1;4;Strict;200;60;10;115;2545;800;7;0;68;
Other;Private room;;;0;0;1;0;16;Flexible;300;200;;1000;29680;0;1;0;75;
Apartment;Shared room;150;1;1;1;1;1;1;Flexible;;;;150;4200;1050;1;1;75;4
House;Private room;125;0;2;;1;4;2;Flexible;100;;;125;3710;800;1;;15;
Apartment;Private room;45;0;5;0;1;1;1;Flexible;;;;45;1260;315;1;8;8;
House;Private room;78;1;3;9;1;1;2;Flexible;;20;;75;1150;425;1;6;14;4
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;149;4422;900;0;0;75;
House;Private room;78;0;1;0;1;1;2;Flexible;;15;;75;2100;525;2;10;24;
Apartment;Private room;103;0;4;2;1;1;2;Flexible;200;75;;85;2443;650;1;8;53;
Apartment;Entire home/apt;;;0;0;0;1;2;Strict;;;;225;6300;1575;5;5;75;
House;Private room;50;1;11;18;1;2;2;Moderate;95;10;5;43;990;301;3;8;33;2
House;Entire home/apt;;;1;0;3;3;6;Strict;5000;200;25;400;11200;2800;3;2;7;
House;Private room;;;0;;1;2;2;Flexible;;;;90;2671;630;1;;74;
Apartment;Entire home/apt;212;1;10;11;0;1;3;Strict;;100;;225;4800;1400;2;29;17;4
House;Private room;;;0;0;1;1;1;Flexible;;;;49;1372;343;1;3;75;
Apartment;Private room;97;0;2;0;1;2;1;Flexible;;20;;80;2240;560;1;22;75;
House;Shared room;50;0;20;;1;1;6;Flexible;;;;50;1516;350;1;;75;
Apartment;Private room;64;1;4;3;1;1;1;Strict;500;30;;60;1680;420;1;5;8;3
House;Entire home/apt;325;0;3;3;2;1;4;Strict;;;;350;2450;9800;1;5;75;
House;Entire home/apt;401;1;5;14;3;2;6;Moderate;250;125;;380;10640;2660;3;13;75;4
House;Entire home/apt;122;1;8;13;1;1;4;Flexible;200;45;;99;2772;693;2;22;29;4
House;Entire home/apt;;;0;0;3;2;6;Flexible;100;35;20;250;4240;1100;1;0;3;
;Private room;65;0;7;1;1;2;2;Strict;;;;65;1951;450;1;4;75;
Apartment;Entire home/apt;289;1;11;16;2;1;3;Moderate;;100;;250;7000;1400;1;10;75;4
Apartment;Entire home/apt;129;1;2;0;1;1;2;Flexible;500;40;;120;3180;600;1;5;8;
Camper/RV;Entire home/apt;;;0;0;1;1;5;Flexible;;;;150;4200;1050;1;1;41;
Loft;Shared room;;;0;1;1;1;2;Flexible;;18;;92;2731;650;1;0;75;
Apartment;Private room;;;0;0;1;3;4;Moderate;500;150;35;185;7420;0;1;0;53;
House;Private room;;;0;0;1;3;16;Strict;;100;;475;13300;3325;1;11;75;
House;Entire home/apt;140;1;6;9;2;2;5;Flexible;150;60;20;115;3220;805;2;18;27;4
Apartment;Entire home/apt;128;0;3;3;0;1;2;Moderate;;15;;125;2400;775;1;9;75;2
House;Private room;;;0;7;1;2;3;Flexible;;;;40;1222;280;1;4;8;3
House;Entire home/apt;;;0;0;2;2;10;Flexible;;200;;980;27440;5950;2;12;30;
House;Private room;67;1;3;0;1;1;1;Flexible;;20;;65;1820;455;2;2;56;
Apartment;Private room;;;0;0;1;1;4;Flexible;;;;600;16800;4200;2;5;75;
House;Entire home/apt;;;0;0;1;1;2;Flexible;100;30;50;120;3180;900;2;0;75;
House;Private room;;;0;0;1;1;1;Moderate;;;;59;1652;413;5;7;8;
House;Entire home/apt;;;0;0;2;1;2;Flexible;;;;250;7420;0;1;0;75;
House;Private room;;;0;0;1;1;2;Flexible;;;;100;2968;0;1;0;75;
House;Private room;80;0;3;23;1;1;2;Flexible;;;;90;2034;530;1;;16;4
Condominium;Entire home/apt;305;0;12;17;1;1;3;Strict;;100;50;275;5995;1750;3;10;75;4
Apartment;Entire home/apt;197;1;28;48;1;1;4;Moderate;200;75;10;175;4900;1225;2;29;84;2
Apartment;Entire home/apt;;;0;0;3;4;8;Flexible;1000;45;;440;3080;12320;5;14;75;
Apartment;Entire home/apt;208;1;5;12;2;1;4;Strict;450;95;20;200;4900;1390;5;16;75;3
Apartment;Entire home/apt;181;1;7;5;2;1;6;Strict;650;126;;138;3864;966;1;33;75;4
House;Entire home/apt;;;0;1;2;3;6;Flexible;;120;;193;5404;1351;2;20;75;
Apartment;Private room;69;1;1;3;1;1;2;Flexible;;;;80;2240;560;7;4;75;4
House;Entire home/apt;125;1;22;11;2;1;6;Strict;;35;20;155;2900;800;2;12;25;4
Apartment;Entire home/apt;;;0;1;2;2;4;Flexible;500;25;;150;4200;500;1;7;53;4
Boat;Entire home/apt;80;0;8;1;1;1;1;Flexible;300;;;80;2382;560;1;11;8;4
House;Private room;;;0;0;1;1;1;Flexible;;;;90;2520;630;3;1;38;
House;Entire home/apt;;;0;6;1;1;2;Moderate;;100;;150;4452;1000;2;0;8;3
House;Shared room;;;0;0;1;1;1;Flexible;;;;100;2800;700;1;10;19;
Apartment;Private room;129;1;40;24;1;1;2;Moderate;;30;;89;2492;629;2;9;75;4
House;Shared room;;;0;0;1;2;1;Flexible;;;;49;885;250;1;0;75;
Apartment;Entire home/apt;550;0;3;95;2;2;5;Moderate;1000;100;35;400;11200;3100;3;35;75;4
House;Private room;;;0;1;1;1;1;Flexible;;;;60;1680;420;1;5;86;
House;Private room;83;1;13;12;1;1;2;Flexible;;;;100;2800;700;1;16;53;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;70;1960;490;1;13;;
Apartment;Entire home/apt;295;1;1;1;2;2;4;Flexible;;100;;250;7000;1750;4;18;75;4
Apartment;Entire home/apt;139;0;8;2;0;1;2;Strict;;;;156;4368;1092;1;10;75;3
House;Entire home/apt;1295;0;3;3;10;5;16;Strict;1000;300;;1195;19075;7895;3;;75;1
House;Private room;;;0;0;1;1;2;Flexible;;;;200;5600;1400;1;18;75;
Apartment;Entire home/apt;246;1;9;19;2;1;4;Moderate;200;125;;220;6160;1540;2;11;75;4
Apartment;Entire home/apt;;;0;0;0;1;3;Flexible;500;60;;450;12600;3150;1;10;75;
Apartment;Entire home/apt;200;0;1;0;1;1;2;Flexible;;;;200;5600;1400;1;1;75;
Apartment;Entire home/apt;251;1;39;77;1;1;4;Strict;500;125;20;225;4950;1495;3;34;75;4
Apartment;Private room;74;0;8;96;1;2;2;Moderate;100;20;;49;1486;343;2;;75;3
Apartment;Private room;;;0;0;1;1;1;Moderate;200;50;;69;1932;483;5;4;75;
House;Private room;95;0;1;0;1;1;2;Strict;555;50;;70;1420;420;14;6;8;
Apartment;Entire home/apt;118;1;49;67;1;1;2;Strict;;30;;110;3080;770;2;16;3;4
Apartment;Entire home/apt;177;1;6;1;1;1;4;Strict;;100;;150;4200;1050;5;7;75;4
Apartment;Entire home/apt;;;0;3;1;1;2;Strict;500;70;;115;2730;750;1;;27;4
Apartment;Private room;75;1;9;1;1;1;2;Flexible;;;;69;1932;550;1;4;75;4
House;Entire home/apt;;;0;0;4;2;9;Strict;400;85;;320;8960;2240;3;23;19;
House;Private room;148;1;96;84;1;1;3;Moderate;500;70;25;165;4620;1155;1;17;75;4
Apartment;Private room;;;0;14;1;1;3;Moderate;200;50;50;156;4630;0;1;0;75;4
Apartment;Private room;;;0;0;1;1;2;Moderate;;20;20;69;2067;0;1;0;75;
House;Private room;;;0;0;1;;2;Flexible;;;;150;4452;1050;1;21;28;
Condominium;Private room;250;0;1;0;1;1;4;Flexible;;;;500;14000;3500;3;4;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;150;4452;0;0;0;75;
House;Private room;99;0;1;4;1;1;1;Moderate;;;;99;2772;693;3;5;75;4
Apartment;Private room;66;1;1;0;1;1;1;Flexible;;;;66;1848;462;1;3;75;
Apartment;Private room;68;1;4;5;1;1;2;Moderate;200;25;20;53;1500;425;15;12;53;4
House;Private room;82;0;2;0;1;3;2;Flexible;;5;;80;2240;560;1;1;64;
House;Private room;82;1;11;5;1;1;2;Moderate;100;;;80;1500;400;3;10;45;3
House;Entire home/apt;;;0;0;3;3;5;Flexible;;;;225;6784;0;1;0;68;
Apartment;Shared room;51;1;57;30;1;2;1;Strict;;;;55;1540;385;2;7;75;4
Dorm;Shared room;;;0;0;1;1;1;Flexible;;;;60;1680;420;1;1;75;
Apartment;Private room;84;1;18;4;1;3;2;Strict;99;29;10;59;1652;413;1;24;75;3
Apartment;Entire home/apt;;;0;0;0;1;4;Flexible;250;65;50;400;2800;11200;2;14;75;
Apartment;Private room;;;0;0;1;1;2;Flexible;;;;99;2772;693;1;4;75;
Apartment;Entire home/apt;99;0;1;0;1;1;2;Flexible;;;;110;2800;700;1;6;75;
House;Private room;126;1;5;0;1;1;2;Flexible;200;35;15;95;2660;665;1;6;58;
Apartment;Entire home/apt;;;0;0;1;1;1;Flexible;;;;120;3360;840;7;1;1;
Apartment;Entire home/apt;;;0;1;0;1;2;Flexible;;;;125;3710;0;2;0;75;
Apartment;Entire home/apt;;;0;3;2;1;5;Strict;250;60;;175;4900;1225;2;21;75;4
Apartment;Private room;;;0;0;1;1;2;Flexible;;5;10;28;784;196;1;4;25;
Apartment;Entire home/apt;;;0;0;1;1;2;Flexible;;;;231;6856;0;1;0;75;
House;Private room;117;1;29;34;1;1;2;Flexible;;30;;110;3000;800;2;5;75;4
House;Private room;268;0;1;0;1;1;7;Strict;500;100;35;175;4900;1225;2;18;75;
Apartment;Entire home/apt;409;0;11;2;1;1;3;Strict;;80;;178;4984;1246;2;9;75;4
House;Private room;95;1;22;12;1;1;1;Flexible;;;;70;2095;490;2;12;75;4
Apartment;Private room;194;0;1;1;1;1;1;Flexible;;35;;179;4999;1299;1;7;75;4
Apartment;Private room;;;0;8;1;2;2;Strict;200;25;25;85;2703;0;1;0;19;4
Apartment;Private room;;;0;0;1;1;1;Flexible;;;;60;1200;420;20;7;75;
